Ingredient,Quantity,Unit,Category,Recipe,Recipe Category,Recipe Difficulty,Calories,Carbohydrates,Proteins,Fats,Vitamins,Minerals,Dietary Preferences,Dietary Restrictions,Health Goals,Rating,Comments,Ingredient Substitutions,Serving Size,Prep Time (mins),Cook Time (mins)
Potato,103,cups,Grains,Mashed Potatoes,Side Dish,Medium,179,13,44,28,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,3,15,55
Carrot,139,pieces,Vegetables,Carrot Soup,Soup,Medium,273,20,27,5,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,4,47,59
Onion,55,slices,Vegetables,Onion Rings,Snack,Medium,245,30,44,48,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,1,60,97
Chicken,144,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,440,36,12,25,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,1,41,85
Broccoli,182,ounces,Vegetables,Broccoli Salad,Lunch,Medium,313,34,12,46,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,4,59,19
Rice,147,cups,Grains,Tomato Soup,Soup,Medium,366,27,24,18,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,3,35,43
Tomato,167,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,234,11,14,23,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,3,44,49
Spinach,145,slices,Dairy,Rice Pilaf,Snack,Hard,363,22,10,49,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,11,18
Beef,58,grams,Proteins,Beef Stir-Fry,Dinner,Medium,120,27,40,9,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,1,14,18
Lettuce,196,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,197,46,9,36,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,2,6,106
Potato,103,cups,Grains,Mashed Potatoes,Side Dish,Medium,122,45,38,50,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,4,14,72
Carrot,118,pieces,Vegetables,Carrot Soup,Soup,Medium,168,39,10,11,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,54,74
Onion,122,slices,Vegetables,Onion Rings,Snack,Medium,261,29,27,37,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,4,32,43
Chicken,166,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,438,5,43,47,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,2,36,71
Broccoli,131,ounces,Vegetables,Broccoli Salad,Lunch,Medium,283,8,24,10,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,4,52,91
Rice,193,cups,Grains,Tomato Soup,Soup,Medium,211,47,8,33,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,1,27,78
Tomato,56,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,241,22,46,17,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,4,6,20
Spinach,157,slices,Dairy,Rice Pilaf,Snack,Hard,257,5,5,49,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,2,8,36
Beef,53,grams,Proteins,Beef Stir-Fry,Dinner,Medium,497,46,42,21,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,3,42,29
Lettuce,131,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,374,17,21,32,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,3,46,52
Potato,96,cups,Grains,Mashed Potatoes,Side Dish,Medium,334,5,39,49,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,54,79
Carrot,59,pieces,Vegetables,Carrot Soup,Soup,Medium,249,22,12,49,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,1,38,114
Onion,188,slices,Vegetables,Onion Rings,Snack,Medium,442,43,23,43,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,1,46,88
Chicken,116,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,351,28,16,14,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,56,64
Broccoli,56,ounces,Vegetables,Broccoli Salad,Lunch,Medium,164,45,38,47,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,1,11,15
Rice,120,cups,Grains,Tomato Soup,Soup,Medium,201,12,48,23,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,7,43
Tomato,93,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,279,26,42,21,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,2,54,53
Spinach,191,slices,Dairy,Rice Pilaf,Snack,Hard,168,38,24,41,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,4,6,84
Beef,95,grams,Proteins,Beef Stir-Fry,Dinner,Medium,223,11,40,18,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,3,31,81
Lettuce,95,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,108,17,30,24,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,9,10
Potato,199,cups,Grains,Mashed Potatoes,Side Dish,Medium,264,32,45,44,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,27,116
Carrot,66,pieces,Vegetables,Carrot Soup,Soup,Medium,318,45,43,35,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,2,47,97
Onion,163,slices,Vegetables,Onion Rings,Snack,Medium,124,26,27,34,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,1,27,45
Chicken,183,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,376,13,26,20,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,3,37,114
Broccoli,50,ounces,Vegetables,Broccoli Salad,Lunch,Medium,302,8,48,8,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,4,52,59
Rice,69,cups,Grains,Tomato Soup,Soup,Medium,364,47,33,7,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,2,27,14
Tomato,57,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,446,26,7,34,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,1,6,111
Spinach,192,slices,Dairy,Rice Pilaf,Snack,Hard,495,21,9,33,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,1,11,15
Beef,156,grams,Proteins,Beef Stir-Fry,Dinner,Medium,150,50,6,47,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,45,51
Lettuce,53,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,124,14,39,41,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,21,99
Potato,168,cups,Grains,Mashed Potatoes,Side Dish,Medium,399,46,32,20,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,37,82
Carrot,113,pieces,Vegetables,Carrot Soup,Soup,Medium,262,44,8,41,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,2,39,49
Onion,118,slices,Vegetables,Onion Rings,Snack,Medium,485,5,10,50,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,3,60,61
Chicken,50,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,179,48,26,32,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,2,21,61
Broccoli,160,ounces,Vegetables,Broccoli Salad,Lunch,Medium,460,7,7,26,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,24,119
Rice,82,cups,Grains,Tomato Soup,Soup,Medium,295,25,28,27,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,4,36,62
Tomato,115,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,417,17,38,10,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,1,43,79
Spinach,171,slices,Dairy,Rice Pilaf,Snack,Hard,147,41,6,5,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,1,42,78
Beef,88,grams,Proteins,Beef Stir-Fry,Dinner,Medium,460,16,5,33,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,1,29,39
Lettuce,158,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,170,6,24,41,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,2,18,28
Potato,184,cups,Grains,Mashed Potatoes,Side Dish,Medium,160,29,35,34,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,3,39,18
Carrot,187,pieces,Vegetables,Carrot Soup,Soup,Medium,152,34,24,19,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,3,47,16
Onion,96,slices,Vegetables,Onion Rings,Snack,Medium,206,40,21,17,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,45,10
Chicken,158,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,301,41,26,32,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,1,26,52
Broccoli,58,ounces,Vegetables,Broccoli Salad,Lunch,Medium,344,5,48,44,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,4,46,74
Rice,196,cups,Grains,Tomato Soup,Soup,Medium,195,24,10,44,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,54,15
Tomato,54,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,227,36,19,35,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,2,45,22
Spinach,83,slices,Dairy,Rice Pilaf,Snack,Hard,294,10,33,44,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,3,18,13
Beef,169,grams,Proteins,Beef Stir-Fry,Dinner,Medium,329,24,23,25,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,1,60,17
Lettuce,143,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,314,35,39,40,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,2,38,75
Potato,139,cups,Grains,Mashed Potatoes,Side Dish,Medium,122,46,50,8,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,4,32,24
Carrot,76,pieces,Vegetables,Carrot Soup,Soup,Medium,484,50,40,11,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,51,61
Onion,104,slices,Vegetables,Onion Rings,Snack,Medium,308,17,43,22,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,2,57,81
Chicken,132,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,160,26,17,50,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,2,53,13
Broccoli,146,ounces,Vegetables,Broccoli Salad,Lunch,Medium,193,41,33,44,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,4,32,100
Rice,63,cups,Grains,Tomato Soup,Soup,Medium,175,5,5,23,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,4,22,69
Tomato,64,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,201,32,23,33,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,1,53,67
Spinach,136,slices,Dairy,Rice Pilaf,Snack,Hard,151,50,18,25,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,2,7,90
Beef,169,grams,Proteins,Beef Stir-Fry,Dinner,Medium,219,21,34,13,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,1,36,76
Lettuce,165,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,373,27,29,21,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,3,58,42
Potato,181,cups,Grains,Mashed Potatoes,Side Dish,Medium,429,19,50,22,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,2,46,108
Carrot,197,pieces,Vegetables,Carrot Soup,Soup,Medium,455,32,13,10,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,2,30,10
Onion,130,slices,Vegetables,Onion Rings,Snack,Medium,323,31,39,38,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,4,32,115
Chicken,192,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,452,19,45,27,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,3,60,28
Broccoli,94,ounces,Vegetables,Broccoli Salad,Lunch,Medium,500,35,9,35,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,4,22,11
Rice,147,cups,Grains,Tomato Soup,Soup,Medium,375,13,10,50,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,1,9,95
Tomato,56,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,121,15,42,15,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,3,30,102
Spinach,184,slices,Dairy,Rice Pilaf,Snack,Hard,422,22,15,25,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,4,17,83
Beef,169,grams,Proteins,Beef Stir-Fry,Dinner,Medium,153,10,37,39,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,1,9,55
Lettuce,85,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,486,9,5,15,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,4,45,18
Potato,79,cups,Grains,Mashed Potatoes,Side Dish,Medium,112,46,23,7,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,1,52,36
Carrot,180,pieces,Vegetables,Carrot Soup,Soup,Medium,352,22,22,34,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,4,45,83
Onion,124,slices,Vegetables,Onion Rings,Snack,Medium,443,6,25,49,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,4,17,82
Chicken,136,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,218,5,7,12,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,2,55,68
Broccoli,75,ounces,Vegetables,Broccoli Salad,Lunch,Medium,300,49,38,46,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,1,7,116
Rice,194,cups,Grains,Tomato Soup,Soup,Medium,494,7,32,41,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,44,17
Tomato,139,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,352,36,26,14,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,2,5,50
Spinach,106,slices,Dairy,Rice Pilaf,Snack,Hard,372,50,7,12,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,4,38,99
Beef,68,grams,Proteins,Beef Stir-Fry,Dinner,Medium,291,17,32,44,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,1,27,86
Lettuce,56,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,366,42,49,14,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,3,21,114
Potato,50,cups,Grains,Mashed Potatoes,Side Dish,Medium,317,50,17,44,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,3,40,84
Carrot,111,pieces,Vegetables,Carrot Soup,Soup,Medium,113,48,14,10,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,2,21,15
Onion,183,slices,Vegetables,Onion Rings,Snack,Medium,194,8,25,36,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,2,41,64
Chicken,119,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,455,37,31,34,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,3,20,63
Broccoli,154,ounces,Vegetables,Broccoli Salad,Lunch,Medium,302,49,14,12,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,3,30,74
Rice,65,cups,Grains,Tomato Soup,Soup,Medium,193,36,9,35,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,1,60,99
Tomato,83,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,203,40,8,22,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,3,7,104
Spinach,70,slices,Dairy,Rice Pilaf,Snack,Hard,409,21,10,13,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,4,7,63
Beef,64,grams,Proteins,Beef Stir-Fry,Dinner,Medium,472,34,35,40,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,2,48,93
Lettuce,61,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,214,18,45,40,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,30,104
Potato,181,cups,Grains,Mashed Potatoes,Side Dish,Medium,439,8,29,23,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,3,53,119
Carrot,198,pieces,Vegetables,Carrot Soup,Soup,Medium,486,6,26,24,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,32,81
Onion,83,slices,Vegetables,Onion Rings,Snack,Medium,152,23,33,18,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,4,16,88
Chicken,91,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,272,9,15,50,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,4,46,116
Broccoli,118,ounces,Vegetables,Broccoli Salad,Lunch,Medium,137,33,21,40,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,1,39,60
Rice,161,cups,Grains,Tomato Soup,Soup,Medium,258,35,36,27,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,3,13,86
Tomato,136,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,142,21,29,50,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,1,14,73
Spinach,199,slices,Dairy,Rice Pilaf,Snack,Hard,198,15,27,27,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,4,55,55
Beef,85,grams,Proteins,Beef Stir-Fry,Dinner,Medium,230,26,48,11,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,2,19,89
Lettuce,100,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,435,11,20,37,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,4,14,42
Potato,189,cups,Grains,Mashed Potatoes,Side Dish,Medium,177,29,34,24,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,3,27,93
Carrot,74,pieces,Vegetables,Carrot Soup,Soup,Medium,168,11,40,25,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,1,24,19
Onion,96,slices,Vegetables,Onion Rings,Snack,Medium,202,49,7,9,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,3,33,33
Chicken,82,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,445,5,7,46,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,4,52,94
Broccoli,81,ounces,Vegetables,Broccoli Salad,Lunch,Medium,239,36,7,40,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,1,33,11
Rice,87,cups,Grains,Tomato Soup,Soup,Medium,255,32,45,16,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,4,10,83
Tomato,78,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,482,35,14,44,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,1,8,116
Spinach,138,slices,Dairy,Rice Pilaf,Snack,Hard,368,28,42,14,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,33,105
Beef,61,grams,Proteins,Beef Stir-Fry,Dinner,Medium,303,49,20,22,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,2,48,106
Lettuce,134,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,427,38,14,7,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,6,35
Potato,93,cups,Grains,Mashed Potatoes,Side Dish,Medium,164,39,22,15,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,3,11,88
Carrot,127,pieces,Vegetables,Carrot Soup,Soup,Medium,241,7,34,30,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,2,40,69
Onion,74,slices,Vegetables,Onion Rings,Snack,Medium,372,28,6,25,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,34,49
Chicken,104,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,133,13,31,31,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,4,20,18
Broccoli,65,ounces,Vegetables,Broccoli Salad,Lunch,Medium,109,32,31,32,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,1,9,98
Rice,64,cups,Grains,Tomato Soup,Soup,Medium,351,21,8,16,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,1,45,98
Tomato,62,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,434,5,29,44,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,4,12,103
Spinach,142,slices,Dairy,Rice Pilaf,Snack,Hard,318,5,34,8,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,3,18,107
Beef,178,grams,Proteins,Beef Stir-Fry,Dinner,Medium,252,49,49,37,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,8,51
Lettuce,97,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,354,9,43,32,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,2,22,58
Potato,181,cups,Grains,Mashed Potatoes,Side Dish,Medium,388,20,43,31,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,3,7,58
Carrot,192,pieces,Vegetables,Carrot Soup,Soup,Medium,346,25,6,22,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,2,41,71
Onion,172,slices,Vegetables,Onion Rings,Snack,Medium,272,35,32,16,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,2,35,50
Chicken,67,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,321,50,38,31,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,3,48,43
Broccoli,62,ounces,Vegetables,Broccoli Salad,Lunch,Medium,447,39,12,37,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,2,35,52
Rice,172,cups,Grains,Tomato Soup,Soup,Medium,111,7,24,12,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,36,50
Tomato,191,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,418,37,30,31,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,4,34,57
Spinach,184,slices,Dairy,Rice Pilaf,Snack,Hard,108,42,43,14,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,1,45,48
Beef,76,grams,Proteins,Beef Stir-Fry,Dinner,Medium,216,22,6,9,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,2,10,77
Lettuce,141,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,224,35,15,17,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,48,51
Potato,53,cups,Grains,Mashed Potatoes,Side Dish,Medium,293,30,6,45,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,1,56,82
Carrot,181,pieces,Vegetables,Carrot Soup,Soup,Medium,285,21,35,43,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,1,37,110
Onion,162,slices,Vegetables,Onion Rings,Snack,Medium,375,46,19,42,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,3,57,25
Chicken,197,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,166,24,24,33,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,1,5,14
